"","id","backup","age","bridgecrane","servo","gear","trashrack","slope","elevation","survive","censor","reason","reason2","hour","pumpOn","consecHour"
"1",1,0,6,0,0,0,1,3,2,1,48,0,5,1,1,0
"2",1,0,6,0,0,0,1,3,2,1,48,0,5,2,1,0
"3",1,0,6,0,0,0,1,3,2,1,48,0,5,3,1,0
"4",1,0,6,0,0,0,1,3,2,1,48,0,5,4,1,0
"5",1,0,6,0,0,0,1,3,2,1,48,0,5,5,1,0
"6",1,0,6,0,0,0,1,3,2,1,48,0,5,6,1,0
"7",1,0,6,0,0,0,1,3,2,1,48,0,5,7,1,0
"8",1,0,6,0,0,0,1,3,2,1,48,0,5,8,1,0
"9",1,0,6,0,0,0,1,3,2,1,48,0,5,9,1,0
"10",1,0,6,0,0,0,1,3,2,1,48,0,5,10,1,0
"11",1,0,6,0,0,0,1,3,2,1,48,0,5,11,1,0
"12",1,0,6,0,0,0,1,3,2,1,48,0,5,12,1,0
"13",1,0,6,0,0,0,1,3,2,1,48,0,5,13,1,1
"14",1,0,6,0,0,0,1,3,2,1,48,0,5,14,1,1
"15",1,0,6,0,0,0,1,3,2,1,48,0,5,15,1,1
"16",1,0,6,0,0,0,1,3,2,1,48,0,5,16,1,1
"17",1,0,6,0,0,0,1,3,2,1,48,0,5,17,1,1
"18",1,0,6,0,0,0,1,3,2,1,48,0,5,18,1,1
"19",1,0,6,0,0,0,1,3,2,1,48,0,5,19,1,1
"20",1,0,6,0,0,0,1,3,2,1,48,0,5,20,1,1
"21",1,0,6,0,0,0,1,3,2,1,48,0,5,21,1,1
"22",1,0,6,0,0,0,1,3,2,1,48,0,5,22,1,1
"23",1,0,6,0,0,0,1,3,2,1,48,0,5,23,1,1
"24",1,0,6,0,0,0,1,3,2,1,48,0,5,24,1,1
"25",1,0,6,0,0,0,1,3,2,1,48,0,5,25,1,1
"26",1,0,6,0,0,0,1,3,2,1,48,0,5,26,1,1
"27",1,0,6,0,0,0,1,3,2,1,48,0,5,27,1,1
"28",1,0,6,0,0,0,1,3,2,1,48,0,5,28,1,1
"29",1,0,6,0,0,0,1,3,2,1,48,0,5,29,1,1
"30",1,0,6,0,0,0,1,3,2,1,48,0,5,30,1,1
"31",1,0,6,0,0,0,1,3,2,1,48,0,5,31,1,1
"32",1,0,6,0,0,0,1,3,2,1,48,0,5,32,1,1
"33",1,0,6,0,0,0,1,3,2,1,48,0,5,33,0,0
"34",1,0,6,0,0,0,1,3,2,1,48,0,5,34,1,0
"35",1,0,6,0,0,0,1,3,2,1,48,0,5,35,1,0
"36",1,0,6,0,0,0,1,3,2,1,48,0,5,36,1,0
"37",1,0,6,0,0,0,1,3,2,1,48,0,5,37,1,0
"38",1,0,6,0,0,0,1,3,2,1,48,0,5,38,1,0
"39",1,0,6,0,0,0,1,3,2,1,48,0,5,39,1,0
"40",1,0,6,0,0,0,1,3,2,1,48,0,5,40,1,0
"41",1,0,6,0,0,0,1,3,2,1,48,0,5,41,1,0
"42",1,0,6,0,0,0,1,3,2,1,48,0,5,42,1,0
"43",1,0,6,0,0,0,1,3,2,1,48,0,5,43,1,0
"44",1,0,6,0,0,0,1,3,2,1,48,0,5,44,1,0
"45",1,0,6,0,0,0,1,3,2,1,48,0,5,45,1,1
"46",1,0,6,0,0,0,1,3,2,1,48,0,5,46,1,1
"47",1,0,6,0,0,0,1,3,2,1,48,0,5,47,1,1
"48",1,0,6,0,0,0,1,3,2,1,48,0,5,48,1,1
"49",2,0,6,1,0,0,1,7,3,1,48,0,5,1,0,0
"50",2,0,6,1,0,0,1,7,3,1,48,0,5,2,0,0
"51",2,0,6,1,0,0,1,7,3,1,48,0,5,3,1,0
"52",2,0,6,1,0,0,1,7,3,1,48,0,5,4,1,0
"53",2,0,6,1,0,0,1,7,3,1,48,0,5,5,1,0
"54",2,0,6,1,0,0,1,7,3,1,48,0,5,6,1,0
"55",2,0,6,1,0,0,1,7,3,1,48,0,5,7,0,0
"56",2,0,6,1,0,0,1,7,3,1,48,0,5,8,0,0
"57",2,0,6,1,0,0,1,7,3,1,48,0,5,9,0,0
"58",2,0,6,1,0,0,1,7,3,1,48,0,5,10,0,0
"59",2,0,6,1,0,0,1,7,3,1,48,0,5,11,0,0
"60",2,0,6,1,0,0,1,7,3,1,48,0,5,12,1,0
"61",2,0,6,1,0,0,1,7,3,1,48,0,5,13,1,0
"62",2,0,6,1,0,0,1,7,3,1,48,0,5,14,1,0
"63",2,0,6,1,0,0,1,7,3,1,48,0,5,15,1,0
"64",2,0,6,1,0,0,1,7,3,1,48,0,5,16,1,0
"65",2,0,6,1,0,0,1,7,3,1,48,0,5,17,1,0
"66",2,0,6,1,0,0,1,7,3,1,48,0,5,18,1,0
"67",2,0,6,1,0,0,1,7,3,1,48,0,5,19,1,0
"68",2,0,6,1,0,0,1,7,3,1,48,0,5,20,1,0
"69",2,0,6,1,0,0,1,7,3,1,48,0,5,21,1,0
"70",2,0,6,1,0,0,1,7,3,1,48,0,5,22,1,0
"71",2,0,6,1,0,0,1,7,3,1,48,0,5,23,1,1
"72",2,0,6,1,0,0,1,7,3,1,48,0,5,24,1,1
"73",2,0,6,1,0,0,1,7,3,1,48,0,5,25,1,1
"74",2,0,6,1,0,0,1,7,3,1,48,0,5,26,1,1
"75",2,0,6,1,0,0,1,7,3,1,48,0,5,27,1,1
"76",2,0,6,1,0,0,1,7,3,1,48,0,5,28,1,1
"77",2,0,6,1,0,0,1,7,3,1,48,0,5,29,1,1
"78",2,0,6,1,0,0,1,7,3,1,48,0,5,30,1,1
"79",2,0,6,1,0,0,1,7,3,1,48,0,5,31,1,1
"80",2,0,6,1,0,0,1,7,3,1,48,0,5,32,1,1
"81",2,0,6,1,0,0,1,7,3,1,48,0,5,33,1,1
"82",2,0,6,1,0,0,1,7,3,1,48,0,5,34,1,1
"83",2,0,6,1,0,0,1,7,3,1,48,0,5,35,1,1
"84",2,0,6,1,0,0,1,7,3,1,48,0,5,36,1,1
"85",2,0,6,1,0,0,1,7,3,1,48,0,5,37,1,1
"86",2,0,6,1,0,0,1,7,3,1,48,0,5,38,1,1
"87",2,0,6,1,0,0,1,7,3,1,48,0,5,39,1,1
"88",2,0,6,1,0,0,1,7,3,1,48,0,5,40,1,1
"89",2,0,6,1,0,0,1,7,3,1,48,0,5,41,1,1
"90",2,0,6,1,0,0,1,7,3,1,48,0,5,42,1,1
"91",2,0,6,1,0,0,1,7,3,1,48,0,5,43,1,1
"92",2,0,6,1,0,0,1,7,3,1,48,0,5,44,1,1
"93",2,0,6,1,0,0,1,7,3,1,48,0,5,45,1,1
"94",2,0,6,1,0,0,1,7,3,1,48,0,5,46,1,1
"95",2,0,6,1,0,0,1,7,3,1,48,0,5,47,1,1
"96",2,0,6,1,0,0,1,7,3,1,48,0,5,48,0,0
"97",3,0,6.1,1,0,0,1,3,3,1,48,0,5,1,0,0
"98",3,0,6.1,1,0,0,1,3,3,1,48,0,5,2,0,0
"99",3,0,6.1,1,0,0,1,3,3,1,48,0,5,3,0,0
"100",3,0,6.1,1,0,0,1,3,3,1,48,0,5,4,0,0
"101",3,0,6.1,1,0,0,1,3,3,1,48,0,5,5,0,0
"102",3,0,6.1,1,0,0,1,3,3,1,48,0,5,6,0,0
"103",3,0,6.1,1,0,0,1,3,3,1,48,0,5,7,0,0
"104",3,0,6.1,1,0,0,1,3,3,1,48,0,5,8,0,0
"105",3,0,6.1,1,0,0,1,3,3,1,48,0,5,9,0,0
"106",3,0,6.1,1,0,0,1,3,3,1,48,0,5,10,0,0
"107",3,0,6.1,1,0,0,1,3,3,1,48,0,5,11,0,0
"108",3,0,6.1,1,0,0,1,3,3,1,48,0,5,12,0,0
"109",3,0,6.1,1,0,0,1,3,3,1,48,0,5,13,0,0
"110",3,0,6.1,1,0,0,1,3,3,1,48,0,5,14,0,0
"111",3,0,6.1,1,0,0,1,3,3,1,48,0,5,15,0,0
"112",3,0,6.1,1,0,0,1,3,3,1,48,0,5,16,0,0
"113",3,0,6.1,1,0,0,1,3,3,1,48,0,5,17,0,0
"114",3,0,6.1,1,0,0,1,3,3,1,48,0,5,18,0,0
"115",3,0,6.1,1,0,0,1,3,3,1,48,0,5,19,0,0
"116",3,0,6.1,1,0,0,1,3,3,1,48,0,5,20,0,0
"117",3,0,6.1,1,0,0,1,3,3,1,48,0,5,21,0,0
"118",3,0,6.1,1,0,0,1,3,3,1,48,0,5,22,1,0
"119",3,0,6.1,1,0,0,1,3,3,1,48,0,5,23,1,0
"120",3,0,6.1,1,0,0,1,3,3,1,48,0,5,24,1,0
"121",3,0,6.1,1,0,0,1,3,3,1,48,0,5,25,1,0
"122",3,0,6.1,1,0,0,1,3,3,1,48,0,5,26,1,0
"123",3,0,6.1,1,0,0,1,3,3,1,48,0,5,27,1,0
"124",3,0,6.1,1,0,0,1,3,3,1,48,0,5,28,1,0
"125",3,0,6.1,1,0,0,1,3,3,1,48,0,5,29,1,0
"126",3,0,6.1,1,0,0,1,3,3,1,48,0,5,30,1,0
"127",3,0,6.1,1,0,0,1,3,3,1,48,0,5,31,1,0
"128",3,0,6.1,1,0,0,1,3,3,1,48,0,5,32,1,0
"129",3,0,6.1,1,0,0,1,3,3,1,48,0,5,33,1,1
"130",3,0,6.1,1,0,0,1,3,3,1,48,0,5,34,1,1
"131",3,0,6.1,1,0,0,1,3,3,1,48,0,5,35,1,1
"132",3,0,6.1,1,0,0,1,3,3,1,48,0,5,36,1,1
"133",3,0,6.1,1,0,0,1,3,3,1,48,0,5,37,0,0
"134",3,0,6.1,1,0,0,1,3,3,1,48,0,5,38,0,0
"135",3,0,6.1,1,0,0,1,3,3,1,48,0,5,39,0,0
"136",3,0,6.1,1,0,0,1,3,3,1,48,0,5,40,0,0
"137",3,0,6.1,1,0,0,1,3,3,1,48,0,5,41,0,0
"138",3,0,6.1,1,0,0,1,3,3,1,48,0,5,42,0,0
"139",3,0,6.1,1,0,0,1,3,3,1,48,0,5,43,0,0
"140",3,0,6.1,1,0,0,1,3,3,1,48,0,5,44,0,0
"141",3,0,6.1,1,0,0,1,3,3,1,48,0,5,45,0,0
"142",3,0,6.1,1,0,0,1,3,3,1,48,0,5,46,0,0
"143",3,0,6.1,1,0,0,1,3,3,1,48,0,5,47,0,0
"144",3,0,6.1,1,0,0,1,3,3,1,48,0,5,48,0,0
"145",4,1,6.1,1,0,0,0,4,3,1,48,0,5,1,1,0
"146",4,1,6.1,1,0,0,0,4,3,1,48,0,5,2,1,0
"147",4,1,6.1,1,0,0,0,4,3,1,48,0,5,3,0,0
"148",4,1,6.1,1,0,0,0,4,3,1,48,0,5,4,0,0
"149",4,1,6.1,1,0,0,0,4,3,1,48,0,5,5,0,0
"150",4,1,6.1,1,0,0,0,4,3,1,48,0,5,6,0,0
"151",4,1,6.1,1,0,0,0,4,3,1,48,0,5,7,0,0
"152",4,1,6.1,1,0,0,0,4,3,1,48,0,5,8,0,0
"153",4,1,6.1,1,0,0,0,4,3,1,48,0,5,9,0,0
"154",4,1,6.1,1,0,0,0,4,3,1,48,0,5,10,0,0
"155",4,1,6.1,1,0,0,0,4,3,1,48,0,5,11,0,0
"156",4,1,6.1,1,0,0,0,4,3,1,48,0,5,12,0,0
"157",4,1,6.1,1,0,0,0,4,3,1,48,0,5,13,0,0
"158",4,1,6.1,1,0,0,0,4,3,1,48,0,5,14,0,0
"159",4,1,6.1,1,0,0,0,4,3,1,48,0,5,15,0,0
"160",4,1,6.1,1,0,0,0,4,3,1,48,0,5,16,0,0
"161",4,1,6.1,1,0,0,0,4,3,1,48,0,5,17,0,0
"162",4,1,6.1,1,0,0,0,4,3,1,48,0,5,18,0,0
"163",4,1,6.1,1,0,0,0,4,3,1,48,0,5,19,0,0
"164",4,1,6.1,1,0,0,0,4,3,1,48,0,5,20,0,0
"165",4,1,6.1,1,0,0,0,4,3,1,48,0,5,21,0,0
"166",4,1,6.1,1,0,0,0,4,3,1,48,0,5,22,0,0
"167",4,1,6.1,1,0,0,0,4,3,1,48,0,5,23,0,0
"168",4,1,6.1,1,0,0,0,4,3,1,48,0,5,24,0,0
"169",4,1,6.1,1,0,0,0,4,3,1,48,0,5,25,0,0
"170",4,1,6.1,1,0,0,0,4,3,1,48,0,5,26,0,0
"171",4,1,6.1,1,0,0,0,4,3,1,48,0,5,27,0,0
"172",4,1,6.1,1,0,0,0,4,3,1,48,0,5,28,0,0
"173",4,1,6.1,1,0,0,0,4,3,1,48,0,5,29,0,0
"174",4,1,6.1,1,0,0,0,4,3,1,48,0,5,30,0,0
"175",4,1,6.1,1,0,0,0,4,3,1,48,0,5,31,0,0
"176",4,1,6.1,1,0,0,0,4,3,1,48,0,5,32,0,0
"177",4,1,6.1,1,0,0,0,4,3,1,48,0,5,33,0,0
"178",4,1,6.1,1,0,0,0,4,3,1,48,0,5,34,0,0
"179",4,1,6.1,1,0,0,0,4,3,1,48,0,5,35,0,0
"180",4,1,6.1,1,0,0,0,4,3,1,48,0,5,36,0,0
"181",4,1,6.1,1,0,0,0,4,3,1,48,0,5,37,0,0
"182",4,1,6.1,1,0,0,0,4,3,1,48,0,5,38,0,0
"183",4,1,6.1,1,0,0,0,4,3,1,48,0,5,39,0,0
"184",4,1,6.1,1,0,0,0,4,3,1,48,0,5,40,0,0
"185",4,1,6.1,1,0,0,0,4,3,1,48,0,5,41,0,0
"186",4,1,6.1,1,0,0,0,4,3,1,48,0,5,42,0,0
"187",4,1,6.1,1,0,0,0,4,3,1,48,0,5,43,0,0
"188",4,1,6.1,1,0,0,0,4,3,1,48,0,5,44,0,0
"189",4,1,6.1,1,0,0,0,4,3,1,48,0,5,45,0,0
"190",4,1,6.1,1,0,0,0,4,3,1,48,0,5,46,0,0
"191",4,1,6.1,1,0,0,0,4,3,1,48,0,5,47,0,0
"192",4,1,6.1,1,0,0,0,4,3,1,48,0,5,48,0,0
"193",5,0,6.2,1,1,0,1,3,4,1,48,0,5,1,1,0
"194",5,0,6.2,1,1,0,1,3,4,1,48,0,5,2,1,0
"195",5,0,6.2,1,1,0,1,3,4,1,48,0,5,3,1,0
"196",5,0,6.2,1,1,0,1,3,4,1,48,0,5,4,1,0
"197",5,0,6.2,1,1,0,1,3,4,1,48,0,5,5,1,0
"198",5,0,6.2,1,1,0,1,3,4,1,48,0,5,6,1,0
"199",5,0,6.2,1,1,0,1,3,4,1,48,0,5,7,0,0
"200",5,0,6.2,1,1,0,1,3,4,1,48,0,5,8,0,0
"201",5,0,6.2,1,1,0,1,3,4,1,48,0,5,9,0,0
"202",5,0,6.2,1,1,0,1,3,4,1,48,0,5,10,0,0
"203",5,0,6.2,1,1,0,1,3,4,1,48,0,5,11,0,0
"204",5,0,6.2,1,1,0,1,3,4,1,48,0,5,12,0,0
"205",5,0,6.2,1,1,0,1,3,4,1,48,0,5,13,0,0
"206",5,0,6.2,1,1,0,1,3,4,1,48,0,5,14,0,0
"207",5,0,6.2,1,1,0,1,3,4,1,48,0,5,15,0,0
"208",5,0,6.2,1,1,0,1,3,4,1,48,0,5,16,0,0
"209",5,0,6.2,1,1,0,1,3,4,1,48,0,5,17,0,0
"210",5,0,6.2,1,1,0,1,3,4,1,48,0,5,18,0,0
"211",5,0,6.2,1,1,0,1,3,4,1,48,0,5,19,0,0
"212",5,0,6.2,1,1,0,1,3,4,1,48,0,5,20,0,0
"213",5,0,6.2,1,1,0,1,3,4,1,48,0,5,21,0,0
"214",5,0,6.2,1,1,0,1,3,4,1,48,0,5,22,0,0
"215",5,0,6.2,1,1,0,1,3,4,1,48,0,5,23,0,0
"216",5,0,6.2,1,1,0,1,3,4,1,48,0,5,24,0,0
"217",5,0,6.2,1,1,0,1,3,4,1,48,0,5,25,0,0
"218",5,0,6.2,1,1,0,1,3,4,1,48,0,5,26,0,0
"219",5,0,6.2,1,1,0,1,3,4,1,48,0,5,27,0,0
"220",5,0,6.2,1,1,0,1,3,4,1,48,0,5,28,1,0
"221",5,0,6.2,1,1,0,1,3,4,1,48,0,5,29,1,0
"222",5,0,6.2,1,1,0,1,3,4,1,48,0,5,30,1,0
"223",5,0,6.2,1,1,0,1,3,4,1,48,0,5,31,1,0
"224",5,0,6.2,1,1,0,1,3,4,1,48,0,5,32,0,0
